key_resp.keys,key_resp.corr,noclock_loop.thisRepN,noclock_loop.thisTrialN,noclock_loop.thisN,noclock_loop.thisIndex,noclock_loop.ran,pictures,answer,clock,segment,participant,key_resp.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,noclock_loop2.thisRepN,noclock_loop2.thisTrialN,noclock_loop2.thisN,noclock_loop2.thisIndex,noclock_loop2.ran,item_a,item_b,noclock_condition.thisRepN,noclock_condition.thisTrialN,noclock_condition.thisN,noclock_condition.thisIndex,noclock_condition.ran,present,compare,present_segment.thisRepN,present_segment.thisTrialN,present_segment.thisN,present_segment.thisIndex,present_segment.ran,compare_segment.thisRepN,compare_segment.thisTrialN,compare_segment.thisN,compare_segment.thisIndex,compare_segment.ran,clock_conditions.thisRepN,clock_conditions.thisTrialN,clock_conditions.thisN,clock_conditions.thisIndex,clock_conditions.ran
0.0,1.0,0.0,30.0,30.0,30.0,1.0,swimming_pool_17s.jpg,0.0,clockno_default.jpg,6.0,42,0.563095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,31.0,31.0,31.0,1.0,thermostat_02s.jpg,0.0,clockno_default.jpg,6.0,42,0.804255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,32.0,32.0,32.0,1.0,tape_06s.jpg,0.0,clockno_default.jpg,6.0,42,0.62874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,33.0,33.0,33.0,1.0,radiator_05s.jpg,0.0,clockno_default.jpg,6.0,42,0.653105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,34.0,34.0,34.0,1.0,mixer_12s.jpg,0.0,clockno_default.jpg,6.0,42,0.650185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,0.0,35.0,35.0,35.0,1.0,radiator_05s.jpg,1.0,clockno_default.jpg,6.0,42,2.354395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0,,,42,,1.0,0.0,3.26627,0.0,0.0,0.0,0.0,1.0,petri_dish_12s.jpg,ravioli_08s.jpg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0,,,42,,0.0,1.0,7.131835,0.0,1.0,1.0,1.0,1.0,swimming_pool_17s.jpg,solar_panel_02s.jpg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.0,,,42,,1.0,1.0,3.141645,0.0,2.0,2.0,2.0,1.0,police_car_01s.jpg,tripod_01b.jpg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0,,,42,,1.0,0.0,1.804555,0.0,3.0,3.0,3.0,1.0,throne_11s.jpg,popcorn_09s.jpg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.0,,,42,,1.0,1.0,1.975605,0.0,4.0,4.0,4.0,1.0,flask_04s.jpg,tape_06s.jpg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0,,,42,,1.0,0.0,1.669865,0.0,5.0,5.0,5.0,1.0,kilt_18s.jpg,peeler_06s.jpg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,42,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,clockno_present_1_12.xlsx,clockno_compare_task_1_12.xlsx,,,,,,,,,,,,,,,
0.0,1.0,0.0,0.0,0.0,0.0,1.0,tinsel_12s.jpg,0.0,clockno_up.jpg,1.0,42,1.85229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,1.0,1.0,1.0,1.0,cap_05s.jpg,0.0,clockno_default.jpg,1.0,42,0.885055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,2.0,2.0,2.0,1.0,pencil02a.jpg,0.0,clockno_default.jpg,1.0,42,1.34607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,3.0,3.0,3.0,1.0,keyhole_03s.jpg,0.0,clockno_default.jpg,1.0,42,0.64485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,0.0,4.0,4.0,4.0,1.0,tinsel_12s.jpg,1.0,clockno_default.jpg,1.0,42,1.152145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,0.0,5.0,5.0,5.0,1.0,tinsel_12s.jpg,1.0,clockno_default.jpg,1.0,42,1.05753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,6.0,6.0,6.0,1.0,abacus_12s.jpg,0.0,clockno_default.jpg,1.0,42,1.0271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,7.0,7.0,7.0,1.0,bowler_hat_10s.jpg,0.0,clockno_up.jpg,2.0,42,0.596735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,8.0,8.0,8.0,1.0,spider_web_03s.jpg,0.0,clockno_default.jpg,2.0,42,0.85498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,9.0,9.0,9.0,1.0,bank_06s.jpg,0.0,clockno_default.jpg,2.0,42,0.680275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.0,0.0,10.0,10.0,10.0,1.0,abacus_12s.jpg,0.0,clockno_default.jpg,2.0,42,0.785505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,11.0,11.0,11.0,1.0,inhaler_01b.jpg,0.0,clockno_default.jpg,2.0,42,0.603415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,12.0,12.0,12.0,1.0,sea_urchin_09s.jpg,0.0,clockno_up.jpg,3.0,42,0.99706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,13.0,13.0,13.0,1.0,rocking_chair_05s.jpg,0.0,clockno_default.jpg,3.0,42,0.53362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,14.0,14.0,14.0,1.0,top_hat_11s.jpg,0.0,clockno_default.jpg,3.0,42,0.96433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,15.0,15.0,15.0,1.0,bubble_01b.jpg,0.0,clockno_default.jpg,3.0,42,0.92143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,16.0,16.0,16.0,1.0,sundae_08s.jpg,0.0,clockno_default.jpg,3.0,42,0.722435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,17.0,17.0,17.0,1.0,ruby_15s.jpg,0.0,clockno_default.jpg,3.0,42,0.564815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,18.0,18.0,18.0,1.0,candy_cane_06s.jpg,0.0,clockno_up.jpg,4.0,42,0.51351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,19.0,19.0,19.0,1.0,raft_09s.jpg,0.0,clockno_default.jpg,4.0,42,0.87272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,20.0,20.0,20.0,1.0,purse_05s.jpg,0.0,clockno_default.jpg,4.0,42,0.528745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,21.0,21.0,21.0,1.0,icicle_04s.jpg,0.0,clockno_default.jpg,4.0,42,0.552165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,22.0,22.0,22.0,1.0,microwave_02s.jpg,0.0,clockno_default.jpg,4.0,42,0.610635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,23.0,23.0,23.0,1.0,bacon_05s.jpg,0.0,clockno_up.jpg,5.0,42,0.47055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,24.0,24.0,24.0,1.0,trampoline_13s.jpg,0.0,clockno_default.jpg,5.0,42,0.816885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,25.0,25.0,25.0,1.0,toaster_03s.jpg,0.0,clockno_default.jpg,5.0,42,0.763225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,26.0,26.0,26.0,1.0,raft_09s.jpg,0.0,clockno_default.jpg,5.0,42,0.28497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,27.0,27.0,27.0,1.0,lantern_04s.jpg,0.0,clockno_default.jpg,5.0,42,0.66341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,28.0,28.0,28.0,1.0,kitten_07s.jpg,0.0,clockno_default.jpg,5.0,42,0.56724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,29.0,29.0,29.0,1.0,money_07s.jpg,0.0,clockno_default.jpg,5.0,42,0.688855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,30.0,30.0,30.0,1.0,harpoon.jpg,0.0,clockno_up.jpg,6.0,42,0.736515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,31.0,31.0,31.0,1.0,bonsai_07s.jpg,0.0,clockno_default.jpg,6.0,42,0.659245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,32.0,32.0,32.0,1.0,ticktacktoe_08s.jpg,0.0,clockno_default.jpg,6.0,42,0.66333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,33.0,33.0,33.0,1.0,kangaroo_02s.jpg,0.0,clockno_default.jpg,6.0,42,0.54433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,34.0,34.0,34.0,1.0,meatball_13s.jpg,0.0,clockno_default.jpg,6.0,42,0.47276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,35.0,35.0,35.0,1.0,sugar_cube_11s.jpg,0.0,clockno_default.jpg,6.0,42,0.538065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.0,,,42,,0.0,0.0,2.516305,0.0,0.0,0.0,0.0,1.0,purse_05s.jpg,bacon_05s.jpg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.0,,,42,,0.0,0.0,2.036475,0.0,1.0,1.0,1.0,1.0,bank_06s.jpg,sea_urchin_09s.jpg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.0,,,42,,1.0,1.0,2.077975,0.0,2.0,2.0,2.0,1.0,microwave_02s.jpg,toaster_03s.jpg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0,,,42,,1.0,0.0,1.967735,0.0,3.0,3.0,3.0,1.0,sundae_08s.jpg,rocking_chair_05s.jpg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.0,,,42,,1.0,1.0,1.488905,0.0,4.0,4.0,4.0,1.0,spider_web_03s.jpg,inhaler_01b.jpg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.0,,,42,,1.0,1.0,1.57507,0.0,5.0,5.0,5.0,1.0,harpoon.jpg,kangaroo_02s.jpg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,42,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,clockno_present_2_12.xlsx,clockno_compare_task_2_12.xlsx,,,,,,,,,,,,,,,
0.0,1.0,0.0,0.0,0.0,0.0,1.0,rudder_02s.jpg,0.0,clockno_up.jpg,1.0,42,2.2271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,1.0,1.0,1.0,1.0,blowfish_03s.jpg,0.0,clockno_default.jpg,1.0,42,0.6563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,2.0,2.0,2.0,1.0,rudder_02s.jpg,1.0,clockno_default.jpg,1.0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,3.0,3.0,3.0,1.0,rooster_03s.jpg,0.0,clockno_default.jpg,1.0,42,0.8491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,0.0,4.0,4.0,4.0,1.0,rooster_03s.jpg,1.0,clockno_default.jpg,1.0,42,1.061655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,0.0,5.0,5.0,5.0,1.0,rudder_02s.jpg,1.0,clockno_default.jpg,1.0,42,1.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,6.0,6.0,6.0,1.0,blowfish_03s.jpg,1.0,clockno_default.jpg,1.0,42,1.495355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,7.0,7.0,7.0,1.0,ironing_board_07s.jpg,0.0,clockno_up.jpg,2.0,42,0.69411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,8.0,8.0,8.0,1.0,ironing_board_07s.jpg,1.0,clockno_default.jpg,2.0,42,1.003895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,9.0,9.0,9.0,1.0,ukulele_02s.jpg,0.0,clockno_default.jpg,2.0,42,1.64295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,10.0,10.0,10.0,1.0,stamp1_11s.jpg,0.0,clockno_default.jpg,2.0,42,1.18163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,11.0,11.0,11.0,1.0,lemonade_04s.jpg,0.0,clockno_default.jpg,2.0,42,0.823505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,12.0,12.0,12.0,1.0,foam_03s.jpg,0.0,clockno_default.jpg,2.0,42,0.86524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,0.0,13.0,13.0,13.0,1.0,lemonade_04s.jpg,1.0,clockno_default.jpg,2.0,42,1.08469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,14.0,14.0,14.0,1.0,antenna_01b.jpg,0.0,clockno_up.jpg,3.0,42,0.644275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,0.0,15.0,15.0,15.0,1.0,antenna_01b.jpg,1.0,clockno_default.jpg,3.0,42,1.10299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,0.0,16.0,16.0,16.0,1.0,antenna_01b.jpg,1.0,clockno_default.jpg,3.0,42,0.62393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,17.0,17.0,17.0,1.0,pump_11s.jpg,0.0,clockno_default.jpg,3.0,42,0.57027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,18.0,18.0,18.0,1.0,metronome_03s.jpg,0.0,clockno_default.jpg,3.0,42,0.61441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,19.0,19.0,19.0,1.0,lamp_08s.jpg,0.0,clockno_default.jpg,3.0,42,0.70318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,20.0,20.0,20.0,1.0,bean_06s.jpg,0.0,clockno_up.jpg,4.0,42,1.36119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,21.0,21.0,21.0,1.0,pump_11s.jpg,0.0,clockno_default.jpg,4.0,42,1.47246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,22.0,22.0,22.0,1.0,tortilla_06s.jpg,0.0,clockno_default.jpg,4.0,42,0.71625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,23.0,23.0,23.0,1.0,blowfish_03s.jpg,0.0,clockno_default.jpg,4.0,42,0.94175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,24.0,24.0,24.0,1.0,tweezers_03s.jpg,0.0,clockno_default.jpg,4.0,42,0.65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,25.0,25.0,25.0,1.0,marker_05s.jpg,0.0,clockno_default.jpg,4.0,42,0.666495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,26.0,26.0,26.0,1.0,film_03s.jpg,0.0,clockno_up.jpg,5.0,42,0.763245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,27.0,27.0,27.0,1.0,lipstick_02s.jpg,0.0,clockno_default.jpg,5.0,42,0.914385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,28.0,28.0,28.0,1.0,ring_03s.jpg,0.0,clockno_default.jpg,5.0,42,0.591925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,29.0,29.0,29.0,1.0,chime_12s.jpg,0.0,clockno_default.jpg,5.0,42,0.72905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,30.0,30.0,30.0,1.0,ice_pack_09s.jpg,0.0,clockno_default.jpg,5.0,42,0.624645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,31.0,31.0,31.0,1.0,koala_13s.jpg,0.0,clockno_up.jpg,6.0,42,0.594975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,32.0,32.0,32.0,1.0,footprint_11s.jpg,0.0,clockno_default.jpg,6.0,42,0.67612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,0.0,33.0,33.0,33.0,1.0,footprint_11s.jpg,1.0,clockno_default.jpg,6.0,42,1.54077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,34.0,34.0,34.0,1.0,lab_coat_11s.jpg,0.0,clockno_default.jpg,6.0,42,0.83941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,35.0,35.0,35.0,1.0,toy_04s.jpg,0.0,clockno_default.jpg,6.0,42,0.830525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0,,,42,,1.0,0.0,1.756665,0.0,0.0,0.0,0.0,1.0,tortilla_06s.jpg,lamp_08s.jpg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0,,,42,,0.0,1.0,1.616395,0.0,1.0,1.0,1.0,1.0,lipstick_02s.jpg,tweezers_03s.jpg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0,,,42,,1.0,0.0,1.948945,0.0,2.0,2.0,2.0,1.0,ring_03s.jpg,marker_05s.jpg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.0,,,42,,1.0,1.0,1.915235,0.0,3.0,3.0,3.0,1.0,ukulele_02s.jpg,foam_03s.jpg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.0,,,42,,1.0,1.0,2.03388,0.0,4.0,4.0,4.0,1.0,film_03s.jpg,chime_12s.jpg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.0,,,42,,0.0,0.0,1.64493,0.0,5.0,5.0,5.0,1.0,koala_13s.jpg,lab_coat_11s.jpg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,42,,,,,,,,,,,,0.0,2.0,2.0,2.0,1.0,clockno_present_3_12.xlsx,clockno_compare_task_3_12.xlsx,,,,,,,,,,,,,,,
0.0,1.0,0.0,0.0,0.0,0.0,1.0,surfboard_11s.jpg,0.0,clockno_up.jpg,1.0,42,1.28795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,1.0,1.0,1.0,1.0,pea_11s.jpg,0.0,clockno_default.jpg,1.0,42,0.53805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,2.0,2.0,2.0,1.0,checkbook_11s.jpg,0.0,clockno_default.jpg,1.0,42,1.819315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,3.0,3.0,3.0,1.0,golf_club_03s.jpg,0.0,clockno_default.jpg,1.0,42,1.371925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,4.0,4.0,4.0,1.0,seahorse_13s.jpg,0.0,clockno_default.jpg,1.0,42,1.24668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,5.0,5.0,5.0,1.0,denture_03s.jpg,0.0,clockno_up.jpg,2.0,42,0.574635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,6.0,6.0,6.0,1.0,mascara_03s.jpg,0.0,clockno_default.jpg,2.0,42,0.953765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
