key_resp.keys,key_resp.corr,noclock_loop.thisRepN,noclock_loop.thisTrialN,noclock_loop.thisN,noclock_loop.thisIndex,noclock_loop.ran,pictures,answer,clock,segment,participant,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,noclock_loop2.thisRepN,noclock_loop2.thisTrialN,noclock_loop2.thisN,noclock_loop2.thisIndex,noclock_loop2.ran,item_a,item_b,noclock_condition.thisRepN,noclock_condition.thisTrialN,noclock_condition.thisN,noclock_condition.thisIndex,noclock_condition.ran,present,compare,key_resp.rt,present_segment.thisRepN,present_segment.thisTrialN,present_segment.thisN,present_segment.thisIndex,present_segment.ran,compare_segment.thisRepN,compare_segment.thisTrialN,compare_segment.thisN,compare_segment.thisIndex,compare_segment.ran,clock_conditions.thisRepN,clock_conditions.thisTrialN,clock_conditions.thisN,clock_conditions.thisIndex,clock_conditions.ran
,0.0,0.0,34.0,34.0,34.0,1.0,roulette_wheel_04s.jpg,0.0,clockno_default.jpg,6.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,35.0,35.0,35.0,1.0,scooter.jpg,0.0,clockno_default.jpg,6.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.0,,,53,1.0,1.0,7.49413,0.0,0.0,0.0,0.0,1.0,sushi_08s.jpg,oil_02s.jpg,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.0,,,53,1.0,1.0,3.553405,0.0,1.0,1.0,1.0,1.0,megaphone_03s.jpg,touchpad_11s.jpg,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.0,,,53,1.0,1.0,4.0035,0.0,2.0,2.0,2.0,1.0,lavender_10s.jpg,power_line_08s.jpg,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.0,,,53,1.0,1.0,1.667945,0.0,3.0,3.0,3.0,1.0,possum_09s.jpg,keyboard_05s.jpg,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.0,,,53,1.0,1.0,1.166795,0.0,4.0,4.0,4.0,1.0,sea_urchin_09s.jpg,roulette_wheel_04s.jpg,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.0,,,53,1.0,1.0,0.9834,0.0,5.0,5.0,5.0,1.0,breadstick_08s.jpg,lasagna_06s.jpg,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,53,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,clockno_present_1_19.xlsx,clockno_compare_task_1_19.xlsx,,,,,,,,,,,,,,,,
,0.0,0.0,0.0,0.0,0.0,1.0,pacifier_09s.jpg,0.0,clockno_up.jpg,1.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,1.0,1.0,1.0,1.0,mud_13s.jpg,0.0,clockno_default.jpg,1.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,2.0,2.0,2.0,1.0,fork_04s.jpg,0.0,clockno_default.jpg,1.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,3.0,3.0,3.0,1.0,tiara_05s.jpg,0.0,clockno_default.jpg,1.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,4.0,4.0,4.0,1.0,checkbook_11s.jpg,0.0,clockno_default.jpg,1.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,5.0,5.0,5.0,1.0,jukebox_03n.jpg,0.0,clockno_default.jpg,1.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,6.0,6.0,6.0,1.0,giraffe_11s.jpg,0.0,clockno_up.jpg,2.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.0,0.0,7.0,7.0,7.0,1.0,jukebox_03n.jpg,0.0,clockno_default.jpg,2.0,53,,,,,,,,,,,,,,,,,,1.13355,,,,,,,,,,,,,,,
1.0,0.0,0.0,8.0,8.0,8.0,1.0,lantern_04s.jpg,0.0,clockno_default.jpg,2.0,53,,,,,,,,,,,,,,,,,,0.382865,,,,,,,,,,,,,,,
1.0,0.0,0.0,9.0,9.0,9.0,1.0,owl_15s.jpg,0.0,clockno_default.jpg,2.0,53,,,,,,,,,,,,,,,,,,2.417825,,,,,,,,,,,,,,,
1.0,0.0,0.0,10.0,10.0,10.0,1.0,mold2_04s.jpg,0.0,clockno_default.jpg,2.0,53,,,,,,,,,,,,,,,,,,0.881115,,,,,,,,,,,,,,,
,0.0,0.0,11.0,11.0,11.0,1.0,joystick_01b.jpg,0.0,clockno_up.jpg,3.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.0,0.0,12.0,12.0,12.0,1.0,throne_11s.jpg,0.0,clockno_default.jpg,3.0,53,,,,,,,,,,,,,,,,,,1.620235,,,,,,,,,,,,,,,
,0.0,0.0,13.0,13.0,13.0,1.0,binder_21s.jpg,0.0,clockno_default.jpg,3.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,14.0,14.0,14.0,1.0,golf_club_03s.jpg,0.0,clockno_default.jpg,3.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,15.0,15.0,15.0,1.0,golf_club_03s.jpg,1.0,clockno_default.jpg,3.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,0.0,16.0,16.0,16.0,1.0,throne_11s.jpg,1.0,clockno_default.jpg,3.0,53,,,,,,,,,,,,,,,,,,2.397825,,,,,,,,,,,,,,,
,0.0,0.0,17.0,17.0,17.0,1.0,binder_21s.jpg,1.0,clockno_default.jpg,3.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.0,0.0,18.0,18.0,18.0,1.0,birdcage_08s.jpg,0.0,clockno_up.jpg,4.0,53,,,,,,,,,,,,,,,,,,1.367745,,,,,,,,,,,,,,,
1.0,1.0,0.0,19.0,19.0,19.0,1.0,birdcage_08s.jpg,1.0,clockno_default.jpg,4.0,53,,,,,,,,,,,,,,,,,,1.435385,,,,,,,,,,,,,,,
,0.0,0.0,20.0,20.0,20.0,1.0,ukulele_02s.jpg,0.0,clockno_default.jpg,4.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,21.0,21.0,21.0,1.0,air_pump_05s.jpg,0.0,clockno_default.jpg,4.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,22.0,22.0,22.0,1.0,rocket_02s.jpg,0.0,clockno_default.jpg,4.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,23.0,23.0,23.0,1.0,paper_towel_03s.jpg,0.0,clockno_up.jpg,5.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,0.0,24.0,24.0,24.0,1.0,paper_towel_03s.jpg,1.0,clockno_default.jpg,5.0,53,,,,,,,,,,,,,,,,,,0.96662,,,,,,,,,,,,,,,
,0.0,0.0,25.0,25.0,25.0,1.0,machine_gun_09s.jpg,0.0,clockno_default.jpg,5.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.0,0.0,26.0,26.0,26.0,1.0,ladle_04s.jpg,0.0,clockno_default.jpg,5.0,53,,,,,,,,,,,,,,,,,,1.26876,,,,,,,,,,,,,,,
1.0,0.0,0.0,27.0,27.0,27.0,1.0,bee_20s.jpg,0.0,clockno_default.jpg,5.0,53,,,,,,,,,,,,,,,,,,1.603575,,,,,,,,,,,,,,,
,0.0,0.0,28.0,28.0,28.0,1.0,playpen_11s.jpg,0.0,clockno_default.jpg,5.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,29.0,29.0,29.0,1.0,mussel_11s.jpg,0.0,clockno_default.jpg,5.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.0,0.0,30.0,30.0,30.0,1.0,polar_bear_02s.jpg,0.0,clockno_up.jpg,6.0,53,,,,,,,,,,,,,,,,,,1.029405,,,,,,,,,,,,,,,
,0.0,0.0,31.0,31.0,31.0,1.0,plug_08s.jpg,0.0,clockno_default.jpg,6.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,32.0,32.0,32.0,1.0,mug_06s.jpg,0.0,clockno_default.jpg,6.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,33.0,33.0,33.0,1.0,crossbow_10s.jpg,0.0,clockno_default.jpg,6.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,34.0,34.0,34.0,1.0,polar_bear_02s.jpg,1.0,clockno_default.jpg,6.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,35.0,35.0,35.0,1.0,raft_09s.jpg,0.0,clockno_default.jpg,6.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0,,,53,1.0,0.0,3.817235,0.0,0.0,0.0,0.0,1.0,joystick_01b.jpg,lantern_04s.jpg,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0,,,53,1.0,0.0,0.785665,0.0,1.0,1.0,1.0,1.0,machine_gun_09s.jpg,rocket_02s.jpg,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0,,,53,1.0,0.0,1.402665,0.0,2.0,2.0,2.0,1.0,plug_08s.jpg,playpen_11s.jpg,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0,,,53,1.0,0.0,8.72654,0.0,3.0,3.0,3.0,1.0,checkbook_11s.jpg,mud_13s.jpg,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0,,,53,0.0,1.0,1.298605,0.0,4.0,4.0,4.0,1.0,tiara_05s.jpg,pacifier_09s.jpg,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0,,,53,0.0,1.0,1.536595,0.0,5.0,5.0,5.0,1.0,owl_15s.jpg,giraffe_11s.jpg,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,53,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,clockno_present_2_19.xlsx,clockno_compare_task_2_19.xlsx,,,,,,,,,,,,,,,,
,0.0,0.0,0.0,0.0,0.0,1.0,toilet_paper_12s.jpg,0.0,clockno_up.jpg,1.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,1.0,1.0,1.0,1.0,towel_rack_04s.jpg,0.0,clockno_default.jpg,1.0,53,,,,,,,,,,,,,,,,,,2.102565,,,,,,,,,,,,,,,
1.0,0.0,0.0,2.0,2.0,2.0,1.0,fountain_pen_06s.jpg,0.0,clockno_default.jpg,1.0,53,,,,,,,,,,,,,,,,,,1.01594,,,,,,,,,,,,,,,
1.0,1.0,0.0,3.0,3.0,3.0,1.0,towel_rack_04s.jpg,1.0,clockno_default.jpg,1.0,53,,,,,,,,,,,,,,,,,,0.35578,,,,,,,,,,,,,,,
1.0,0.0,0.0,4.0,4.0,4.0,1.0,measuring_cup_02s.jpg,0.0,clockno_default.jpg,1.0,53,,,,,,,,,,,,,,,,,,0.763605,,,,,,,,,,,,,,,
0.0,1.0,0.0,5.0,5.0,5.0,1.0,denture_03s.jpg,0.0,clockno_default.jpg,1.0,53,,,,,,,,,,,,,,,,,,0.48503,,,,,,,,,,,,,,,
0.0,1.0,0.0,6.0,6.0,6.0,1.0,tongs_08s.jpg,0.0,clockno_up.jpg,2.0,53,,,,,,,,,,,,,,,,,,0.953005,,,,,,,,,,,,,,,
0.0,1.0,0.0,7.0,7.0,7.0,1.0,thermostat_02s.jpg,0.0,clockno_default.jpg,2.0,53,,,,,,,,,,,,,,,,,,0.712535,,,,,,,,,,,,,,,
,0.0,0.0,8.0,8.0,8.0,1.0,coral_08s.jpg,0.0,clockno_default.jpg,2.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,9.0,9.0,9.0,1.0,spatula04.jpg,0.0,clockno_default.jpg,2.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,0.0,10.0,10.0,10.0,1.0,spatula04.jpg,1.0,clockno_default.jpg,2.0,53,,,,,,,,,,,,,,,,,,1.307725,,,,,,,,,,,,,,,
0.0,1.0,0.0,11.0,11.0,11.0,1.0,phone_01b.jpg,0.0,clockno_up.jpg,3.0,53,,,,,,,,,,,,,,,,,,1.818845,,,,,,,,,,,,,,,
1.0,1.0,0.0,12.0,12.0,12.0,1.0,phone_01b.jpg,1.0,clockno_default.jpg,3.0,53,,,,,,,,,,,,,,,,,,1.984305,,,,,,,,,,,,,,,
0.0,1.0,0.0,13.0,13.0,13.0,1.0,quesadilla_07s.jpg,0.0,clockno_default.jpg,3.0,53,,,,,,,,,,,,,,,,,,2.336245,,,,,,,,,,,,,,,
0.0,1.0,0.0,14.0,14.0,14.0,1.0,chalice_10s.jpg,0.0,clockno_default.jpg,3.0,53,,,,,,,,,,,,,,,,,,1.20087,,,,,,,,,,,,,,,
0.0,1.0,0.0,15.0,15.0,15.0,1.0,leash_10s.jpg,0.0,clockno_default.jpg,3.0,53,,,,,,,,,,,,,,,,,,1.612985,,,,,,,,,,,,,,,
0.0,1.0,0.0,16.0,16.0,16.0,1.0,recliner_02s.jpg,0.0,clockno_default.jpg,3.0,53,,,,,,,,,,,,,,,,,,1.632945,,,,,,,,,,,,,,,
0.0,1.0,0.0,17.0,17.0,17.0,1.0,pillow_03s.jpg,0.0,clockno_up.jpg,4.0,53,,,,,,,,,,,,,,,,,,1.684955,,,,,,,,,,,,,,,
1.0,0.0,0.0,18.0,18.0,18.0,1.0,puppet_01b.jpg,0.0,clockno_default.jpg,4.0,53,,,,,,,,,,,,,,,,,,0.465415,,,,,,,,,,,,,,,
,0.0,0.0,19.0,19.0,19.0,1.0,quilt_03s.jpg,0.0,clockno_default.jpg,4.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,0.0,20.0,20.0,20.0,1.0,pillow_03s.jpg,1.0,clockno_default.jpg,4.0,53,,,,,,,,,,,,,,,,,,2.352615,,,,,,,,,,,,,,,
,0.0,0.0,21.0,21.0,21.0,1.0,piano_13n.jpg,0.0,clockno_default.jpg,4.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,22.0,22.0,22.0,1.0,seahorse_13s.jpg,0.0,clockno_up.jpg,5.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,23.0,23.0,23.0,1.0,lamb_04s.jpg,0.0,clockno_default.jpg,5.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,24.0,24.0,24.0,1.0,bagel_15s.jpg,0.0,clockno_default.jpg,5.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,25.0,25.0,25.0,1.0,meatball_13s.jpg,0.0,clockno_default.jpg,5.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,26.0,26.0,26.0,1.0,meatball_13s.jpg,1.0,clockno_default.jpg,5.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,27.0,27.0,27.0,1.0,microwave_02s.jpg,0.0,clockno_default.jpg,5.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,28.0,28.0,28.0,1.0,meatball_13s.jpg,1.0,clockno_default.jpg,5.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,29.0,29.0,29.0,1.0,peach_04s.jpg,0.0,clockno_up.jpg,6.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,30.0,30.0,30.0,1.0,basket_05s.jpg,0.0,clockno_default.jpg,6.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,31.0,31.0,31.0,1.0,quill_09s.jpg,0.0,clockno_default.jpg,6.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,32.0,32.0,32.0,1.0,road_sign_05s.jpg,0.0,clockno_default.jpg,6.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,33.0,33.0,33.0,1.0,umbrella_15s.jpg,0.0,clockno_default.jpg,6.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,34.0,34.0,34.0,1.0,lava_02s.jpg,0.0,clockno_default.jpg,6.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,35.0,35.0,35.0,1.0,swimming_pool_17s.jpg,0.0,clockno_default.jpg,6.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0,,,53,1.0,0.0,5.95549,0.0,0.0,0.0,0.0,1.0,thermostat_02s.jpg,measuring_cup_02s.jpg,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.0,,,53,1.0,1.0,0.987205,0.0,1.0,1.0,1.0,1.0,quilt_03s.jpg,seahorse_13s.jpg,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.0,,,53,0.0,0.0,1.80584,0.0,2.0,2.0,2.0,1.0,denture_03s.jpg,coral_08s.jpg,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0,,,53,1.0,0.0,2.434615,0.0,3.0,3.0,3.0,1.0,road_sign_05s.jpg,peach_04s.jpg,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.0,,,53,1.0,1.0,1.769535,0.0,4.0,4.0,4.0,1.0,quill_09s.jpg,lava_02s.jpg,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.0,,,53,1.0,1.0,1.605685,0.0,5.0,5.0,5.0,1.0,quesadilla_07s.jpg,recliner_02s.jpg,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,53,,,,,,,,,,,0.0,2.0,2.0,2.0,1.0,clockno_present_3_19.xlsx,clockno_compare_task_3_19.xlsx,,,,,,,,,,,,,,,,
,0.0,0.0,0.0,0.0,0.0,1.0,knitting_needle_04s.jpg,0.0,clockno_up.jpg,1.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,1.0,1.0,1.0,1.0,mop_08s.jpg,0.0,clockno_default.jpg,1.0,53,,,,,,,,,,,,,,,,,,0.750855,,,,,,,,,,,,,,,
0.0,1.0,0.0,2.0,2.0,2.0,1.0,diving_board_07s.jpg,0.0,clockno_default.jpg,1.0,53,,,,,,,,,,,,,,,,,,0.71979,,,,,,,,,,,,,,,
0.0,1.0,0.0,3.0,3.0,3.0,1.0,police_car_01s.jpg,0.0,clockno_default.jpg,1.0,53,,,,,,,,,,,,,,,,,,0.498765,,,,,,,,,,,,,,,
1.0,1.0,0.0,4.0,4.0,4.0,1.0,mop_08s.jpg,1.0,clockno_default.jpg,1.0,53,,,,,,,,,,,,,,,,,,2.0012,,,,,,,,,,,,,,,
0.0,1.0,0.0,5.0,5.0,5.0,1.0,popsicle_02s.jpg,0.0,clockno_up.jpg,2.0,53,,,,,,,,,,,,,,,,,,2.23471,,,,,,,,,,,,,,,
0.0,1.0,0.0,6.0,6.0,6.0,1.0,icemaker_10s.jpg,0.0,clockno_default.jpg,2.0,53,,,,,,,,,,,,,,,,,,2.41866,,,,,,,,,,,,,,,
1.0,0.0,0.0,7.0,7.0,7.0,1.0,diving_board_07s.jpg,0.0,clockno_default.jpg,2.0,53,,,,,,,,,,,,,,,,,,2.43357,,,,,,,,,,,,,,,
0.0,1.0,0.0,8.0,8.0,8.0,1.0,poinsettia_04s.jpg,0.0,clockno_default.jpg,2.0,53,,,,,,,,,,,,,,,,,,1.30348,,,,,,,,,,,,,,,
,0.0,0.0,9.0,9.0,9.0,1.0,ticktacktoe_08s.jpg,0.0,clockno_default.jpg,2.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,10.0,10.0,10.0,1.0,ticktacktoe_08s.jpg,1.0,clockno_default.jpg,2.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,1.0,0.0,11.0,11.0,11.0,1.0,otter_05s.jpg,0.0,clockno_up.jpg,3.0,53,,,,,,,,,,,,,,,,,,1.33153,,,,,,,,,,,,,,,
1.0,1.0,0.0,12.0,12.0,12.0,1.0,otter_05s.jpg,1.0,clockno_default.jpg,3.0,53,,,,,,,,,,,,,,,,,,1.90043,,,,,,,,,,,,,,,
